0,0
8,15
0,30
8,45
0,60
8,75
0,90
8,105
0,120
8,135
0,150
8,165
0,180
8,195
0,210
8,225
0,240
8,255
0,270
8,285
0,300
8,315
0,330
8,345
0,360
8,375
0,390
8,405
0,420
8,435
0,450
8,465
0,480
8,495
18,0
26,15
18,30
26,45
18,60
26,75
18,90
26,105
18,120
26,135
18,150
26,165
18,180
26,195
18,210
26,225
18,240
26,255
18,270
26,285
18,300
26,315
18,330
26,345
18,360
26,375
18,390
26,405
18,420
26,435
18,450
26,465
18,480
26,495
35,0
43,15
35,30
43,45
35,60
43,75
35,90
43,105
35,120
43,135
35,150
43,165
35,180
43,195
35,210
43,225
35,240
43,255
35,270
43,285
35,300
43,315
35,330
43,345
35,360
43,375
35,390
43,405
35,420
43,435
35,450
43,465
35,480
43,495
52,0
60,15
52,30
60,45
52,60
60,75
52,90
60,105
52,120
60,135
52,150
60,165
52,180
60,195
52,210
60,225
52,240
60,255
52,270
60,285
52,300
60,315
52,330
60,345
52,360
60,375
52,390
60,405
52,420
60,435
52,450
60,465
52,480
60,495
70,0
78,15
70,30
78,45
70,60
78,75
70,90
78,105
70,120
78,135
70,150
78,165
70,180
78,195
70,210
78,225
70,240
78,255
70,270
78,285
70,300
78,315
70,330
78,345
70,360
78,375
70,390
78,405
70,420
78,435
70,450
78,465
70,480
78,495
87,0
95,15
87,30
95,45
87,60
95,75
87,90
95,105
87,120
95,135
87,150
95,165
87,180
95,195
87,210
95,225
87,240
95,255
87,270
95,285
87,300
95,315
87,330
95,345
87,360
95,375
87,390
95,405
87,420
95,435
87,450
95,465
87,480
95,495
104,0
112,15
104,30
112,45
104,60
112,75
104,90
112,105
104,120
112,135
104,150
112,165
104,180
112,195
104,210
112,225
104,240
112,255
104,270
112,285
104,300
112,315
104,330
112,345
104,360
112,375
104,390
112,405
104,420
112,435
104,450
112,465
104,480
112,495
122,0
130,15
122,30
130,45
122,60
130,75
122,90
130,105
122,120
130,135
122,150
130,165
122,180
130,195
122,210
130,225
122,240
130,255
122,270
130,285
122,300
130,315
122,330
130,345
122,360
130,375
122,390
130,405
122,420
130,435
122,450
130,465
122,480
130,495
139,0
147,15
139,30
147,45
139,60
147,75
139,90
147,105
139,120
147,135
139,150
147,165
139,180
147,195
139,210
147,225
139,240
147,255
139,270
147,285
139,300
147,315
139,330
147,345
139,360
147,375
139,390
147,405
139,420
147,435
139,450
147,465
139,480
147,495
156,0
164,15
156,30
164,45
156,60
164,75
156,90
164,105
156,120
164,135
156,150
164,165
156,180
164,195
156,210
164,225
156,240
164,255
156,270
164,285
156,300
164,315
156,330
164,345
156,360
164,375
156,390
164,405
156,420
164,435
156,450
164,465
156,480
164,495
174,0
182,15
174,30
182,45
174,60
182,75
174,90
182,105
174,120
182,135
174,150
182,165
174,180
182,195
174,210
182,225
174,240
182,255
174,270
182,285
174,300
182,315
174,330
182,345
174,360
182,375
174,390
182,405
174,420
182,435
174,450
182,465
174,480
182,495
191,0
199,15
191,30
199,45
191,60
199,75
191,90
199,105
191,120
199,135
191,150
199,165
191,180
199,195
191,210
199,225
191,240
199,255
191,270
199,285
191,300
199,315
191,330
199,345
191,360
199,375
191,390
199,405
191,420
199,435
191,450
199,465
191,480
199,495
208,0
216,15
208,30
216,45
208,60
216,75
208,90
216,105
208,120
216,135
208,150
216,165
208,180
216,195
208,210
216,225
208,240
216,255
208,270
216,285
208,300
216,315
208,330
216,345
208,360
216,375
208,390
216,405
208,420
216,435
208,450
216,465
208,480
216,495
226,0
234,15
226,30
234,45
226,60
234,75
226,90
234,105
226,120
234,135
226,150
234,165
226,180
234,195
226,210
234,225
226,240
234,255
226,270
234,285
226,300
234,315
226,330
234,345
226,360
234,375
226,390
234,405
226,420
234,435
226,450
234,465
226,480
234,495
243,0
251,15
243,30
251,45
243,60
251,75
243,90
251,105
243,120
251,135
243,150
251,165
243,180
251,195
243,210
251,225
243,240
251,255
243,270
251,285
243,300
251,315
243,330
251,345
243,360
251,375
243,390
251,405
243,420
251,435
243,450
251,465
243,480
251,495
260,0
268,15
260,30
268,45
260,60
268,75
260,90
268,105
260,120
268,135
260,150
268,165
260,180
268,195
260,210
268,225
260,240
268,255
260,270
268,285
260,300
268,315
260,330
268,345
260,360
268,375
260,390
268,405
260,420
268,435
260,450
268,465
260,480
268,495
278,0
286,15
278,30
286,45
278,60
286,75
278,90
286,105
278,120
286,135
278,150
286,165
278,180
286,195
278,210
286,225
278,240
286,255
278,270
286,285
278,300
286,315
278,330
286,345
278,360
286,375
278,390
286,405
278,420
286,435
278,450
286,465
278,480
286,495
295,0
303,15
295,30
303,45
295,60
303,75
295,90
303,105
295,120
303,135
295,150
303,165
295,180
303,195
295,210
303,225
295,240
303,255
295,270
303,285
295,300
303,315
295,330
303,345
295,360
303,375
295,390
303,405
295,420
303,435
295,450
303,465
295,480
303,495
312,0
320,15
312,30
320,45
312,60
320,75
312,90
320,105
312,120
320,135
312,150
